item_id,restaurant_id,item_name,Category,Price
264,6,Aloo Tikki Burger,Burger,150
265,6,Mushroom Swiss Burger,Burger,295
266,6,Aloo Gobi,Main Course,170
267,6,Sprouts Salad,Healthy,120
268,6,Caesar Salad,Healthy,200
269,6,Avocado Toast,Healthy,250
270,6,Dal Makhani,Main Course,200
271,6,Jeera Rice,Rice,170
272,6,Schezwan Fried Rice,Rice,230
273,6,Caesar Salad,Healthy,265
274,6,Sprouts Salad,Healthy,130
275,6,Tandoori Roti,Bread,30
276,6,Schezwan Fried Rice,Rice,270
277,6,Mutton Rogan Josh,Main Course,445
278,6,Sprouts Salad,Healthy,105
279,6,Fruit Bowl,Healthy,180
280,6,Pav Bhaji,Main Course,145
281,6,Greek Salad,Healthy,230
282,6,Aloo Paratha,Bread,70
283,6,Greek Salad,Healthy,200
284,6,Pav Bhaji,Main Course,125
285,6,Mutton Biryani,Rice,370
286,6,Margherita Pizza,Pizza,335
287,6,Tandoori Roti,Bread,25
288,6,Hyderabadi Biryani,Rice,370
289,6,Aloo Paratha,Bread,80
290,6,Mushroom Pizza,Pizza,400
291,6,Veg Biryani,Rice,270
292,6,Laccha Paratha,Bread,80
293,6,Dal Makhani,Main Course,195
294,6,Avocado Toast,Healthy,235
295,6,Fish Curry,Main Course,355
296,6,Garlic Naan,Bread,45
297,6,Mutton Rogan Josh,Main Course,460
298,6,Aloo Paratha,Bread,85
299,6,Schezwan Fried Rice,Rice,220
300,6,Chicken BBQ Pizza,Pizza,525
301,7,Mushroom Pizza,Pizza,330
302,7,Cheese Pizza,Pizza,425
303,7,Rajma Masala,Main Course,180
304,7,Palak Paneer,Main Course,290
305,7,Chicken BBQ Pizza,Pizza,370
306,7,Veg Burger,Burger,190
307,7,Veg Biryani,Rice,290
308,7,Jeera Rice,Rice,155
309,7,Stuffed Naan,Bread,85
310,7,Chicken Tikka Masala,Main Course,365
311,7,Green Smoothie Bowl,Healthy,230
312,7,Mushroom Swiss Burger,Burger,240
313,7,Mutton Biryani,Rice,350
314,7,Fried Rice,Rice,200
315,7,Mushroom Pizza,Pizza,380
316,7,Mutton Biryani,Rice,425
317,7,Missi Roti,Bread,40
318,7,Egg Biryani,Rice,255
319,7,Aloo Tikki Burger,Burger,115
320,7,Rajma Masala,Main Course,205
321,7,Mutton Biryani,Rice,415
322,7,Veg Biryani,Rice,295
323,7,Protein Bowl,Healthy,295
324,7,Mushroom Swiss Burger,Burger,270
325,7,Puri,Bread,30
326,7,Aloo Tikki Burger,Burger,100
327,7,Puri,Bread,30
328,7,Mix Veg Curry,Main Course,215
329,7,Schezwan Fried Rice,Rice,255
330,7,Double Patty Burger,Burger,305
331,7,Missi Roti,Bread,45
332,7,Pepperoni Pizza,Pizza,495
333,7,Veg Biryani,Rice,225
334,7,Mushroom Pizza,Pizza,420
335,7,Schezwan Fried Rice,Rice,275
336,7,Egg Curry,Main Course,190
337,7,Paratha,Bread,55
338,7,Mutton Biryani,Rice,405
339,7,Butter Chicken,Main Course,405
340,7,Prawn Biryani,Rice,410
341,7,Veg Biryani,Rice,240
342,7,Pav Bhaji,Main Course,145
343,7,Aloo Gobi,Main Course,145
344,7,Palak Paneer,Main Course,230
345,7,Double Cheese Pizza,Pizza,505
346,7,Fruit Bowl,Healthy,130
347,7,Farmhouse Pizza,Pizza,435
348,7,Avocado Toast,Healthy,280
349,7,Crispy Chicken Burger,Burger,205
350,7,Paneer Biryani,Rice,330
351,8,Cheese Pizza,Pizza,405
352,8,Margherita Pizza,Pizza,310
353,8,Aloo Gobi,Main Course,140
354,8,Protein Bowl,Healthy,275
355,8,Hyderabadi Biryani,Rice,410
356,8,Pav Bhaji,Main Course,140
357,8,Caesar Salad,Healthy,270
358,8,Veg Burger,Burger,180
359,8,Shahi Paneer,Main Course,310
360,8,Butter Naan,Bread,40
361,8,Farmhouse Pizza,Pizza,365
362,8,Caesar Salad,Healthy,240
363,8,Mutton Biryani,Rice,455
364,8,Aloo Tikki Burger,Burger,175
365,8,Missi Roti,Bread,45
366,8,Mushroom Swiss Burger,Burger,305
367,8,Fried Rice,Rice,225
368,8,Chicken BBQ Pizza,Pizza,510
369,8,Pepperoni Pizza,Pizza,420
370,8,Jeera Rice,Rice,190
371,8,Pepperoni Pizza,Pizza,445
372,8,Prawn Biryani,Rice,415
373,8,Quinoa Bowl,Healthy,300
374,8,Tandoori Roti,Bread,40
375,8,Paneer Tikka Pizza,Pizza,500
376,8,Butter Naan,Bread,45
377,8,Pepperoni Pizza,Pizza,400
378,8,Paneer Biryani,Rice,275
379,8,Butter Naan,Bread,45
380,8,Laccha Paratha,Bread,60
381,8,Protein Bowl,Healthy,270
382,8,Chana Masala,Main Course,180
383,8,Pav Bhaji,Main Course,170
384,8,Egg Biryani,Rice,240
385,8,Paneer Biryani,Rice,265
386,8,Chicken Tikka Masala,Main Course,335
387,8,Veg Supreme Pizza,Pizza,405
388,8,Chicken Burger,Burger,220
389,8,Veg Supreme Pizza,Pizza,335
390,8,Mix Veg Curry,Main Course,215
391,8,Cheese Pizza,Pizza,430
392,8,Egg Biryani,Rice,220
393,8,Fruit Bowl,Healthy,195
394,8,Cheese Pizza,Pizza,400
395,8,Paneer Butter Masala,Main Course,265
396,8,Puri,Bread,30
397,8,Fruit Bowl,Healthy,175
398,8,Chicken Burger,Burger,255
399,8,Jeera Rice,Rice,200
400,8,Caesar Salad,Healthy,255
401,9,Protein Bowl,Healthy,305
402,9,Paneer Tikka Pizza,Pizza,395
403,9,Tandoori Roti,Bread,40
404,9,Paneer Tikka Pizza,Pizza,345
405,9,Cheese Pizza,Pizza,365
406,9,Mutton Biryani,Rice,425
407,9,Fried Rice,Rice,180
408,9,Quinoa Bowl,Healthy,280
409,9,Green Smoothie Bowl,Healthy,205
410,9,Mushroom Swiss Burger,Burger,270
411,9,Dal Makhani,Main Course,230
412,9,Paneer Burger,Burger,220
413,9,Mutton Biryani,Rice,325
414,9,Butter Chicken,Main Course,380
415,9,Chicken BBQ Pizza,Pizza,405
416,9,Sprouts Salad,Healthy,160
417,9,Fish Curry,Main Course,285
418,9,Garlic Naan,Bread,55
419,9,Missi Roti,Bread,35
420,9,Farmhouse Pizza,Pizza,415
421,9,Laccha Paratha,Bread,75
422,9,Avocado Toast,Healthy,250
423,9,Tandoori Roti,Bread,40
424,9,Garlic Naan,Bread,45
425,9,Double Cheese Pizza,Pizza,355
426,9,Jeera Rice,Rice,200
427,9,Shahi Paneer,Main Course,285
428,9,Pav Bhaji,Main Course,130
429,9,Hyderabadi Biryani,Rice,310
430,9,Prawn Biryani,Rice,355
431,9,Butter Naan,Bread,40
432,9,Quinoa Bowl,Healthy,220
433,9,Mushroom Swiss Burger,Burger,220
434,9,Butter Naan,Bread,40
435,9,Double Cheese Pizza,Pizza,520
436,9,Kadai Paneer,Main Course,280
437,9,Mix Veg Curry,Main Course,220
438,9,Egg Biryani,Rice,250
439,9,Hyderabadi Biryani,Rice,395
440,9,Egg Curry,Main Course,255
441,9,Double Patty Burger,Burger,315
442,9,Paneer Biryani,Rice,255
443,9,Hyderabadi Biryani,Rice,340
444,9,Puri,Bread,25
445,9,Paneer Burger,Burger,155
446,9,Oats Bowl,Healthy,180
447,9,Crispy Chicken Burger,Burger,265
448,9,Green Smoothie Bowl,Healthy,240
449,9,Margherita Pizza,Pizza,300
450,9,Chicken Tikka Masala,Main Course,355
451,10,Egg Biryani,Rice,300
452,10,Butter Naan,Bread,40
453,10,Egg Biryani,Rice,320
454,10,Puri,Bread,40
455,10,Caesar Salad,Healthy,195
456,10,Schezwan Fried Rice,Rice,250
457,10,Schezwan Fried Rice,Rice,185
458,10,Aloo Paratha,Bread,75
459,10,Chicken BBQ Pizza,Pizza,540
460,10,Stuffed Naan,Bread,65
461,10,Mushroom Pizza,Pizza,465
462,10,Laccha Paratha,Bread,50
463,10,Fruit Bowl,Healthy,175
464,10,Greek Salad,Healthy,230
465,10,Mutton Rogan Josh,Main Course,460
466,10,Stuffed Naan,Bread,100
467,10,Protein Bowl,Healthy,365
468,10,Paneer Biryani,Rice,260
469,10,Chicken BBQ Pizza,Pizza,415
470,10,Fried Rice,Rice,225
471,10,Chicken Biryani,Rice,295
472,10,Mushroom Swiss Burger,Burger,305
473,10,Green Smoothie Bowl,Healthy,260
474,10,Hyderabadi Biryani,Rice,425
475,10,Farmhouse Pizza,Pizza,440
476,10,Greek Salad,Healthy,265
477,10,Paneer Burger,Burger,185
478,10,Missi Roti,Bread,35
479,10,Quinoa Bowl,Healthy,340
480,10,Butter Chicken,Main Course,335
481,10,Avocado Toast,Healthy,255
482,10,Butter Naan,Bread,50
483,10,Crispy Chicken Burger,Burger,260
484,10,Mutton Biryani,Rice,415
485,10,Laccha Paratha,Bread,50
486,10,Paneer Tikka Pizza,Pizza,425
487,10,Fish Curry,Main Course,340
488,10,Mix Veg Curry,Main Course,205
489,10,Caesar Salad,Healthy,215
490,10,Laccha Paratha,Bread,60
491,10,Avocado Toast,Healthy,275
492,10,Egg Biryani,Rice,255
493,10,Aloo Tikki Burger,Burger,100
494,10,Veg Burger,Burger,145
495,10,Butter Chicken,Main Course,330
496,10,Fried Rice,Rice,210
497,10,Paneer Tikka Pizza,Pizza,480
498,10,Prawn Biryani,Rice,410
499,10,Egg Biryani,Rice,280
500,10,Chicken Biryani,Rice,350
